coopt,cooptar,
coordinate,coordenar,
copy,copiar,cópia
copyright,,direitos autorais
corner,escantear,canto
correct,corrigir,correto
correlate,correlacionar,
corroborate,corroborar,
corrode,corroer,
corrupt,corromper,corrupto
cosponsor,apoiar,cosponsor
cost,custar,custo
couch,reclinar,sofá
cough,tossir,tosse
counsel,aconselhar,conselho
count,contar,
countenance,enfrentar,semblante
counter,contar,contador
counteract,contrariar,
counterbalance,contrapesar,contrapeso
counterfeit,falsificar,falsificação
court,cortejar,tribunal
cover,cobrir,cobertura
covet,cobiçar,
cow,acovardar,vaca
crack,abrir,fenda
cradle,ninar,berço
craft,fazer,ofício
cram,atochar,empinar
cramp,,cãibra
crank,produzir,manivela
crash,bater,colisão
crave,precisar,implorar
cream,,creme
crease,dobrar,dobra
create,criar,
credit,creditar,crédito
cremate,cremar,
crest,,crista
criminalize,criminalizar,
crimp,franzir,franzido
cripple,aleijar,aleijado
crisp,crostar,quebradiço
criss-cross,cruzar,cruzado
crisscross,cruzar,cruzam
criticise,criticar,
criticize,criticar,
critique,criticar,crítica
crochet,crochetar,crochê
croon,sussurar,sussurro
crop,colher,colheita
cross,atravessar,
cross-check,verificar,verificação cruzada
crowd,apertar,multidão
crown,coroar,coroa
crucify,crucificar,
cruise,cruzar,cruzeiro
crush,esmagar,esmagamento
cry,gritar,grito
crystallize,cristalizar,
cube,,cubo
cuff,,canhão
cull,dizimar,refugo
culminate,culminar,
cultivate,cultivar,
cup,,copo
curb,limitar,meio-fio
cure,curar,cura
curl,enrolar,
curse,amaldiçoar,maldição
curtail,cercear,
cushion,amortecer,almofada
customize,personalizar,
cut,cortar,corte
cycle,reciclar,ciclo
dab,,bagatela
dam,represar,barragem
damage,danificar,dano
damn,amaldiçoar,maldição
damp,umedecer,úmido
dampen,amortecer,
dance,dançar,dança
dangle,pendurar,balançar
dare,ousar,
darken,escurecer,
darn,danar,danado
date,datar,data
daub,emassar,argamassa
daunt,assustar,
daze,entorpecer,torpor
de-escalate,de-escalar,
deactivate,desativar,
deaden,amortecer,
deal,tratar,acordo
debase,aviltar,
debate,debater,debate
debilitate,debilitar,
debrief,interrogar,interrogue
debug,debug,depurar
debunk,desmerecer,
debut,estreiar,estréia
decapitate,decapitar,
deceive,enganar,
decelerate,desacelerar,
decentralize,descentralizar,
decertify,descertificar,decertify
decide,decidir,
decimate,dizimar,
decipher,decifrar,
deck,decorar,convés
declaim,declamar,
declare,declarar,
declassify,desclassificar,
decline,declinar,declínio
decode,decodificar,
decompose,decompor,
decontaminate,descontaminar,
decorate,decorar,
decrease,diminuir,
decree,decretar,decreto
decriminalize,descriminalizar,
decry,desacreditar,
dedicate,dedicar,
deduce,deduzir,
deduct,deduzir,subtrair
deem,julgar,
deemphasize,desenfatizar,deemphasize
deep-fry,fritar,
deepen,aprofundar,
deface,desfigurar,
defame,difamar,
defeat,derrotar,derrota
defend,defender,
defer,adiar,
defile,sujar,
define,definir,
deflect,desviar,
defraud,defraudar,
defray,custear,
defrost,descongelar,
defuse,desarmar,
defy,desafiar,
degrade,degradar,
dehumanize,desumanizar,
deice,,deice
deify,deificar,
delay,atrasar,atraso
delegate,delegar,delegado
delete,deletar,excluir
deliberate,deliberar,deliberado
delimit,delimitar,
delineate,delinear,
deliver,entregar,
delude,iludir,
deluge,inundar,dilúvio
demand,demandar,demanda
demarcate,demarcar,
demean,aviltar,
demilitarize,desmilitarizar,
demobilize,desmobilizar,
democratize,democratizar,
demolish,demolir,
demonize,endemoninhar,
demonstrate,demonstrar,
demoralize,desmoralizar,
demote,rebaixar,
demystify,desmistificar,
denigrate,denegrir,
denominate,denominar,
denote,denotar,
denounce,denunciar,
dent,indentar,dente
denude,desnudar,
deny,negar,
depart,partir,
depict,retratar,
deplete,esgotar,
deplore,deplorar,
deploy,implantar,
deport,deportar,
depose,depor,
deposit,depositar,depósito
depreciate,depreciar,
depress,deprimir,
deprive,privar,
deputize,deputar,
derail,descarrilhar,
deregulate,desregulamentar,
deride,ridicularizar,
derive,derivar,
describe,descrever,
desecrate,profanar,
desegregate,desagregar,
desensitize,dessensibilizar,
desert,desertar,deserto
deserve,merecer,
design,projetar,projeto
designate,designar,
desire,desejar,desejo
despatch,expedir,expedição
despise,desprezar,
destabilize,desestabilizar,
destroy,destruir,
detach,separar,
detail,detalhar,pormenor
detain,deter,
detect,detectar,descobrir
deter,deter,
determine,determinar,
detest,detestar,
dethrone,destronar,
detonate,detonar,
detract,diminuir,
devaluate,desvalorizar,
devalue,desvalorizar,
devastate,devastar,
develop,desenvolver,
deviate,desviar,
devil,,diabo
devise,inventar,
devote,devotar,dedicar
devour,devorar,
diagnose,diagnosticar,
dice,picotar,dados
dictate,ditar,
differentiate,diferenciar,
diffuse,difundir,
dig,cavar,
digest,digerir,
dignify,dignificar,
dike,,dique
dilapidate,dilapidar,
dilate,dilatar,
dilute,diluir,
dim,escurecer,
diminish,diminuir,
dimple,,covinha
dip,mergulhar,mergulho
direct,direcionar,direto
disable,incapacitar,
disadvantage,desavantajar,desvantagem
disallow,desaprovar,
disappoint,desiludir,
disapprove,desaprovar,
disarm,desarmar,
disassemble,desmontar,
disavow,repudiar,
disband,debandar,
disbar,expulsar,
disbelieve,descrer,
disburse,desembolsar,
discard,descartar,
discern,discernir,
discharge,descarregar,descarga
discipline,disciplinar,disciplina
disclaim,renunciar,
disclose,divulgar,
disconcert,desconcertar,
disconnect,desligar,
discontinue,descontinuar,
discount,descontar,desconto
discourage,desencorajar,
discover,descobrir,
discredit,desacreditar,
discuss,discutir,
disdain,desdenhar,desdém
disenchant,desencantar,
disenfranchise,,privar de direitos
disengage,desengatar,
disentangle,desembaraçar,
disgorge,vomitar,
disgrace,desgraçar,desgraça
disguise,disfarçar,
disgust,desgostar,desgosto
dishearten,desanimar,
dishonor,desonrar,desonra
disillusion,desiludir,desilusão
disinfect,desinfetar,
dislike,antipatizar,antipatia
dislodge,desalojar,
dismantle,desmantelar,
dismay,desanimar,desânimo
dismember,desmembrar,
dismiss,demitir,
disobey,desobedecer,
disown,renegar,
disparage,rebaixar,
dispatch,expedir,expedição
dispel,dissipar,
dispense,dispensar,
disperse,dispersar,
dispirit,desanimar,
displace,deslocar,
display,exibir,display
displease,disgostar,ofender
disprove,refutar,refutar
dispute,disputar,disputa
disqualify,desqualificar,
disregard,desprezar,desprezo
disrespect,desrespeitar,desrespeito
disrupt,romper,
dissect,dissecar,
disseminate,disseminar,
dissipate,dissipar,
dissociate,dissociar,
dissolve,dissolver,
dissuade,dissuadir,
distance,distanciar,distância
distil,destilar,
distill,destilar,
distinguish,distinguir,
distort,distorcer,
distract,distrair,
distress,afligir,aflição
distribute,distribuir,
distrust,desconfiar,desconfiança
disturb,perturbar,
ditch,,vala
diversify,diversificar,
divert,desviar,
divest,despojar,
divide,dividir,
divine,adivinhar,divino
divorce,divorciar,divórcio
divulge,divulgar,
dizzy,tontear,tonto
do,fazer,
dock,atracar,doca
document,documentar,documento
dodge,esquivar,
doff,despir,
dog,,cão
dole,subsidiar,subsídio
domesticate,domesticar,
dominate,dominar,
don,vestir,dom
donate,doar,
doom,condenar,condenação
dope,drogar,narcótico
dose,dosar,dose de
dot,pontuar,ponto
double,duplicar,duplo
double-check,reverificar,-verifique
double-click,reclicar,clique duas vezes em
doubt,duvidar,dúvida
douse,apagar,
dovetail,encaixar,
downgrade,rebaixar,rebaixamento
download,baixar,
downplay,minimizar,
downsize,reduzir,downsize
draft,alistar,rascunho
drag,arrastar,arrasto
drain,drenar,
dramatize,dramatizar,
drape,drapear,panejamento
draw,desenhar,
dread,temer,pavor
dream,sonhar,
dredge,dragar,draga
drench,alagar,poção
dress,vestir,vestido
dribble,babar,drible
drill,furar,broca
drink,beber,bebida
drive,conduzir,
drizzle,garoar,garoa
drop,cair,
drown,afogar,
drub,surrar,surra
drug,drogar,droga
dry,secar,seca
dub,dublar,dub
duck,abaixar,pato
dull,aborrecer,aborrecido
dump,,lixeira
dunk,ensopar,
dupe,,joguete
duplicate,duplicar,
dust,desempoeirar,poeira
dwarf,,anão
dye,tingir,corante
dynamite,dinamitar,dinamite
e-mail,e-mail,
eagle,,águia
earmark,destinar,
earn,ganhar,
ease,facilitar,facilidade
eat,comer,
echo,ecoar,eco
eclipse,eclipsar,eclipse
economize,economizar,
edge,beirar,borda
edit,editar,
educate,educar,
effect,efetuar,efeito
eject,ejetar,
elaborate,elaborar,
elbow,acotovelar,cotovelo
elect,eleger,eleito
electrify,eletrificar,
electrocute,eletrocutar,
elevate,elevar,
elicit,extrair,
eliminate,eliminar,
elucidate,elucidar,
elude,iludir,
emancipate,emancipar,
emasculate,emascular,castrar
embalm,embalsamar,
embarrass,embaraçar,
embed,embutir,
embezzle,defraudar,
embitter,amargar,
emblazon,,emblazon
embody,encarnar,encarnam
embolden,encorajar,
emboss,,rimar
embrace,abraçar,
embroider,bordar,
embroil,enredar,
emit,emitir,Emit
emote,,fotografar
empathize,simpatizar,
emphasise,enfatizar,
emphasize,enfatizar,
employ,empregar,
empower,autorizar,
empty,esvaziar,vazio
emulate,emular,
enable,permitir,
enact,decretar,
encapsulate,encapsular,
encase,encaixotar,
enchant,encantar,
encircle,cercar,
encode,codificar,
encompass,envolver,
encounter,encontrar,encontro
encourage,encorajar,
encrypt,criptografar,
end,terminar,fim
endanger,,pôr em perigo
endear,encarecer,
endorse,endossar,
endure,suportar,
energize,energizar,
enforce,,fazer cumprir
engage,engajar,
engender,engendrar,
engineer,engenheirar,engenheiro
engrave,gravar,
engross,ocupar,
engulf,engolfar,
enhance,aumentar,
enjoin,intimar,
enjoy,desfrutar,
enlarge,ampliar,
enlighten,iluminar,
enlist,alistar,
enliven,animar,
enmesh,enredar,
enrage,enraivecer,
enrich,enriquecer,
enrol,inscrever,
enroll,inscrever,
ensconce,abrigar,
enshrine,entesourar,
enslave,escravizar,
ensure,garantir,
entail,ocasionar,
entangle,enredar,
enter,entrar,
entertain,entreter,
enthrall,encantar,
enthrone,entronar,empossar
entice,seduzir,
entitle,intitular,
entomb,sepultar,
entrench,entrincheirar,
entrust,confiar,
enumerate,enumerar,
enunciate,enunciar,
envelop,envolver,
envisage,prever,
envision,envisionar,visionar
envy,invejar,inveja
equal,igualar,igual
equalize,equalizar,
equate,equiparar,
equip,equipar,
eradicate,erradicar,
erase,apagar,
erect,erigir,
erode,corroer,
escalate,escalar,
escape,escapar,fuga
eschew,evitar,
escort,escoltar,escolta
espouse,esposar,
establish,estabelecer,
esteem,estimar,estima
estimate,estimar,estimativa
etch,,etch
eulogize,eulogizar,elogiar
evacuate,evacuar,
evade,evadir,
evaluate,avaliar,
evaporate,evaporar,
even,equacionar,mesmo
evict,desalojar,
evidence,evidenciar,evidência
evince,,Evince
eviscerate,eviscerar,
evoke,evocar,
evolve,desenvolver,
exacerbate,exacerbar,
exact,extrair,exato
exaggerate,exagerar,
exalt,exaltar,
examine,examinar,
exasperate,exasperar,
excavate,escavar,
exceed,exceder,
excerpt,exceptar,excerto
exchange,trocar,troca
excise,,imposto
excite,excitar,
exclaim,exclamar,
exclude,excluir,
excommunicate,excomungar,excomungado
excoriate,escoriar,
excrete,excretar,
excruciate,excruciar,
excuse,desculpar,desculpa
execute,executar,
exemplify,exemplificar,
exempt,isentar,isento
exercise,exercitar,exercício
exert,exercer,
exhale,exalar,
exhaust,exhaurir,escape
exhibit,exibir,exposição
exhilarate,animar,
exhort,exortar,
exhume,exumar,
exile,exilar,exílio
exit,sair,saída
exonerate,exonerar,
expand,expandir,
expatriate,expatriar,expatriado
expect,esperar,
expedite,expedir,
expel,expelir,
expend,despender,
experience,experimentar,experiência
explain,explicar,
explicate,explicar,
explode,explodir,
exploit,explorar,
explore,explorar,
export,exportar,exportação
expose,expor,
expound,expor,
express,expressar,
expropriate,expropriar,
expunge,expurgar,
extend,estender,
exterminate,exterminar,
extinguish,extinguir,
extol,extolar,Extol
extort,extorquir,
extract,extrair,extrato
extradite,extraditar,
extrapolate,extrapolar,
extricate,desenredar,
eye,olhar,olho
fabricate,fabricar,
face,enfrentar,face
facilitate,facilitar,
fail,falhar,
fake,falsificar,falsificação
fall,cair,
falsify,falsificar,
falter,vacilar,
familiarize,familiarizar,
fan,abanar,ventilador
fancy,querer,fantasia
fantasize,fantasiar,
farm,cultivar,fazenda
fascinate,fascinar,
fashion,modificar,moda
fasten,prender,
father,gerar,pai
fathom,,braça
fatigue,cansar,fadiga
fatten,engordar,
fault,falhar,falha
favor,favorecer,
favour,favorecer,
fax,fax,
faze,perturbar,
fear,temer,medo
feast,festejar,festa
feature,apresentar,característica
federalize,federalizar,
feed,alimentar,alimentação
feel,sentir,
feign,fingir,
fell,cortar,caiu
fence,cercar,cerca
ferry,carregar,balsa
fertilize,fertilizar,
festoon,festonejar,festão
fetch,buscar,
fictionalize,fictionalizar,fictionalize
field,defender,campo
fight,lutar,luta
figure,figurar,figura
filch,larapiar,larápio
file,arquivar,arquivo
fill,preencher,
fillet,filetar,filé
film,filmar,filme
filter,filtrar,filtro
finalise,finalizar,
finalize,finalizar,
finance,financiar,finança
find,encontrar,
fine,multar,multa
fine-tune,afinar,
fingerprint,,impressão digital
finish,acabar,acabamento
fire,atirar,fogo
firebomb,,bomba incendiária
firm,firmar,empresa
fish,pescar,peixe
fit,caber,
fix,fixar,
flail,manguar,mangual
flake,despedaçar,floco
flame,flamejar,chama
flank,flanquear,flanco
flap,bater,aba
flash,,flash
flatten,achatar,
flatter,alisar,alisador
flavor,saboriar,sabor
fledge,empenar,
flee,fugir,
fleece,tosquiar,velo
flick,estalar,estalido
flight,voar,vôo
fling,arremeter,arremesso
flip,virar,
float,flutuar,flutuador
flog,açoitar,
flood,inundar,inundação
flour,esfarinhar,farinha
flourish,florescer,
flout,desprezar,
flub,,flub
fluff,,buço
flummox,confundir,
flunk,perder,Flunk- nao completar
flush,ruborizar,rubor
fluster,perturbar,
flutter,palpitar,palpitação
fly,voar,
focus,focar,foco
fog,enevoar,nevoeiro
foil,impedir,florete
foist,impingir,
fold,dobrar,
follow,seguir,
foment,fomentar,
fondle,acariciar,
fool,enganar,
forbid,proibir,
force,forçar,força
force-feed,,alimentar à força
forecast,prever,previsão
foreclose,impedir,
forego,renunciar,
foresee,prever,
foreshadow,prefigurar,
forestall,prevenir,
forewarn,prevenir,
forfeit,multar,multa
forge,forjar,
forget,esquecer,
forgive,perdoar,
forgo,renunciar a,
form,formar,forma
formalize,formalizar,
